mensaje,label
"¡Prepárate para el verano de tu vida! Te presentamos nuestra increíble promoción de vacaciones, donde podrás disfrutar de destinos de lujo a mitad de precio. Desde playas paradisíacas hasta aventuras en la montaña, tenemos el paquete perfecto para ti. ¡Reserva ahora y vive unas vacaciones inolvidables sin gastar una fortuna!",spam
"Estimado cliente, te informamos que tu factura electrónica correspondiente al último periodo de servicio ya se encuentra disponible para su descarga en tu portal de cliente. Te invitamos a acceder a tu cuenta en línea para visualizarla y realizar el pago correspondiente. Si tienes alguna duda, no dudes en contactarnos.",ham
"¡Advertencia urgente! Hemos detectado un posible intento de acceso no autorizado a tu cuenta de Netflix desde una ubicación desconocida. Para proteger tu privacidad y evitar el uso indebido de tu suscripción, te pedimos que verifiques inmediatamente tus datos de inicio de sesión haciendo clic en el siguiente enlace seguro. ¡Actúa ahora!",spam
"¡Atención, amantes de las compras! No querrás perderte nuestra increíble venta especial de electrodomésticos, donde encontrarás las mejores marcas a precios que desafían la competencia. Equipa tu hogar con tecnología de punta y ahorra como nunca antes. ¡Visítanos en línea o en tienda y aprovecha estas ofertas que vuelan!",spam
"Estimado socio, nos complace informarte que, a partir del próximo lunes, nuestro gimnasio estará ofreciendo nuevas y emocionantes clases de zumba, ideales para quemar calorías y divertirte al máximo. Te invitamos a consultar los horarios actualizados en nuestra página web y unirte a la energía de esta actividad. ¡Te esperamos!",ham
"¡Felicidades, te esperan grandes cosas! Has sido automáticamente inscrito en nuestro sorteo exclusivo para ganar un flamante auto nuevo, cortesía de nuestros patrocinadores. Cada compra que realices te da una oportunidad adicional de ser el afortunado ganador. ¡Participa y cumple el sueño de tener tu auto propio!",spam
"Confirmación de registro para el seminario web 'Marketing Digital Avanzado'. Te esperamos en línea el próximo [Fecha] a las [Hora] para una sesión llena de conocimiento y estrategias innovadoras. Asegúrate de tener una buena conexión a internet y un espacio tranquilo para aprender. ¡Estamos emocionados de contar contigo!",ham
"¡Exclusivo para nuestros nuevos usuarios! Descarga nuestra aplicación móvil ahora mismo y recibe un generoso bono de bienvenida de $10 que podrás utilizar en tu primera compra dentro de la app. Es nuestra forma de agradecerte por unirte a nuestra comunidad. ¡No esperes más y empieza a disfrutar de los beneficios!",spam
"Queremos informarte que tu suscripción a nuestro servicio se renovará automáticamente en los próximos 5 días, asegurando la continuidad de tus beneficios. Si por alguna razón deseas cancelar esta renovación, por favor, ingresa a tu perfil en línea antes de esa fecha y sigue las instrucciones. Agradecemos tu preferencia.",ham
"¡Dile adiós a las varices de una vez por todas! Descubre nuestro método natural y probado para eliminar las varices de forma efectiva y sin dolor. Conoce los secretos que te devolverán la confianza en tus piernas y te permitirán lucir tu piel radiante. Haz clic aquí para obtener la información completa y empezar hoy mismo.",spam
"Por favor, tómate un momento para revisar cuidadosamente los términos y condiciones de tu nuevo contrato de servicio. Es importante que comprendas todos los detalles y cláusulas antes de firmar. Si tienes alguna pregunta o necesitas una aclaración, no dudes en contactar a nuestro equipo de atención al cliente. Estamos para ayudarte.",ham
"¡Atención, atención! ¡Oferta increíble de pizzas gratis por tiempo limitado! Para celebrar nuestro aniversario, estamos regalando pizzas a nuestros clientes más fieles. ¡Corre a tu sucursal más cercana y pide la tuya antes de que se agoten! Válido solo hoy y hasta agotar existencias. ¡No te quedes con las ganas!",spam
"Hemos detectado un mensaje de voz no escuchado proveniente de un número desconocido en tu buzón de voz. Para acceder a él y escuchar el contenido del mensaje, por favor, haz clic en el siguiente enlace seguro. Podría ser importante. Te recomendamos escucharlo lo antes posible.",spam
"Te recordamos que la biblioteca pública de tu localidad modificará su horario de cierre los sábados. A partir de esta semana, la biblioteca cerrará sus puertas a las 7 PM. Por favor, toma nota de este cambio para planificar tus visitas. Lamentamos cualquier inconveniente que esto pueda causar.",ham
"¡Alcanza el cuerpo de tus sueños en solo 30 días! Nuestro innovador programa de fitness te garantiza resultados sorprendentes si sigues nuestras rutinas de ejercicio y plan de alimentación personalizado. ¡Es hora de transformar tu vida y sentirte mejor que nunca! Haz clic para conocer los testimonios y empezar tu cambio.",spam
"Estimado cliente, su cita con nuestro asesor financiero ha sido programada para el próximo martes a las 11 AM en nuestra oficina principal. Por favor, traiga consigo toda la documentación relevante que se le solicitó. Estamos ansiosos por ayudarle a alcanzar sus metas financieras. ¡Le esperamos!",ham
"¡Felicidades! Queremos informarte que, en agradecimiento a tu lealtad, has sido seleccionado para una prueba gratuita de nuestro servicio premium por un periodo de 30 días. Disfruta de todas las funcionalidades exclusivas sin costo alguno. ¡No hay compromisos! Inicia tu prueba y vive la experiencia completa.",spam
"Confirmamos que tu pago por los servicios recibidos ha sido procesado con éxito. Queremos agradecerte por tu pronta respuesta y confianza en nuestra empresa. Tu recibo detallado ha sido enviado a tu correo electrónico. Si tienes alguna pregunta, no dudes en contactar a nuestro equipo de soporte.",ham
"¡Alerta urgente! Hemos detectado actividad inusual y un posible intento de suspensión de tu cuenta de Instagram. Para evitar la pérdida de tus fotos y contactos, te pedimos que confirmes inmediatamente tu identidad y actualices tus datos haciendo clic en el siguiente enlace de seguridad. Tu cuenta podría ser eliminada si no actúas.",spam
"¡Gana $500 extras cada mes sin moverte de casa! ¿Te interesa un trabajo flexible y bien remunerado que puedes realizar a tu propio ritmo? Únete a nuestro equipo de teletrabajo y descubre lo fácil y rápido que es generar ingresos adicionales. ¡No se requiere experiencia previa, solo ganas de aprender!",spam
"Te recordamos que la próxima reunión de vecinos para discutir temas importantes de nuestra comunidad se llevará a cabo el miércoles a las 8 PM en el salón comunal. Tu participación es fundamental para tomar decisiones que nos beneficien a todos. ¡Esperamos contar con tu valiosa presencia!",ham
"¡Gran oportunidad! ¡Aprovecha estas becas disponibles para estudiar en el extranjero y cumplir tu sueño de una educación global! Tenemos programas en las mejores universidades del mundo y te ofrecemos apoyo en todo el proceso. ¡Aplica ya y prepárate para una experiencia que cambiará tu vida para siempre!",spam
"Estimado cliente, tu informe de crédito gratuito, que detalla tu historial crediticio y tu puntuación actual, ya está listo para ser consultado. Te invitamos a acceder a nuestro portal seguro para descargarlo y revisarlo. Conocer tu situación crediticia es clave para tomar decisiones financieras inteligentes.",ham
"¡No dejes pasar esta oportunidad de oro! Te presentamos la manera más sencilla de invertir en criptomonedas y volverte rico en poco tiempo. Nuestra plataforma te ofrece las herramientas y el conocimiento para maximizar tus ganancias. ¡El futuro financiero está en tus manos, no esperes más para unirte a la revolución cripto!",spam
"Confirmación de reserva de hotel: Tu estadía en el Hotel [Nombre del Hotel] ha sido confirmada para las fechas que solicitaste. Esperamos que disfrutes de tu estadía y que tengas una experiencia maravillosa en nuestra ciudad. Si necesitas algo, no dudes en contactar a la recepción. ¡Bienvenido!",ham
"¡Felicidades! Tu solicitud de préstamo personal ha sido aprobada de manera expedita. Nos complace informarte que recibirás el dinero directamente en tu cuenta bancaria en las próximas horas, sin demoras ni trámites adicionales. ¡Utiliza los fondos sabiamente y haz realidad tus proyectos hoy mismo!",spam
"Tu pedido de comida de [Nombre del Restaurante] ya está en camino a tu domicilio. Estimamos que llegará en aproximadamente 15 minutos. Por favor, ten listo tu pago si es contra entrega. ¡Esperamos que disfrutes de tu deliciosa comida y que tengas una excelente tarde!",ham
"¡Obtén un préstamo hipotecario con las tasas de interés más bajas del mercado! No dejes escapar la oportunidad de adquirir la casa de tus sueños con las condiciones más favorables. Nuestro equipo de expertos te guiará en cada paso del proceso para que obtengas la mejor hipoteca para ti. ¡Contáctanos hoy!",spam
"Estimado cliente, te informamos que la factura de tu tarjeta de crédito correspondiente al último ciclo de facturación ya está disponible. Puedes consultarla y realizar tu pago de manera segura y rápida desde nuestro portal en línea o a través de nuestra aplicación móvil. Tu comodidad es nuestra prioridad.",ham
"¡Atención, suscriptor! Lamentamos informarte que tu suscripción a Amazon Prime ha caducado. Para que no pierdas todos los beneficios de envíos rápidos y contenido exclusivo, te ofrecemos un descuento especial si renuevas tu suscripción ahora mismo. ¡No te quedes sin Prime, la oferta es por tiempo limitado!",spam
"¡Feliz cumpleaños! Queremos celebrarte con un regalo muy especial. ¡Recibe un bono de $100 que podrás utilizar en cualquiera de nuestras tiendas! Haz clic en el enlace para reclamar tu regalo y disfrutar de un día de compras. ¡Es nuestra forma de agradecerte por ser un cliente tan valioso!",spam
"Este es un recordatorio amable de que el próximo pago de tu hipoteca vence el 15 de junio. Por favor, asegúrate de tener los fondos suficientes en tu cuenta para evitar cargos por mora. Puedes revisar los detalles de tu pago en el portal de cliente. Agradecemos tu cumplimiento y confianza.",ham
"¡No te pierdas nuestra espectacular venta de liquidación de temporada! Estamos vaciando nuestros almacenes para dar paso a la nueva colección, lo que significa grandes descuentos para ti en una amplia variedad de productos. ¡Es tu oportunidad de llevarte lo mejor a precios increíbles! ¡Corre antes de que se acabe todo!",spam
"¡Alerta urgente! Hemos detectado que tu cuenta bancaria ha sido bloqueada temporalmente debido a múltiples intentos fallidos de inicio de sesión o actividad sospechosa. Para restablecer el acceso y proteger tus fondos, te pedimos que verifiques tu identidad haciendo clic en el siguiente enlace de seguridad. ¡Actúa de inmediato!",spam
"Estimado estudiante, te recordamos que el examen final de historia universal se llevará a cabo el próximo 20 de julio en el auditorio de la universidad. Asegúrate de haber repasado todos los temas y llegado a tiempo. ¡Te deseamos mucho éxito en tu preparación y en tu examen!",ham
"¡Felicidades! Tu número ha sido seleccionado al azar en nuestra lotería especial y has ganado un increíble premio de un millón de dólares. Para reclamar tu fortuna y cambiar tu vida para siempre, solo necesitas responder unas pocas preguntas en nuestro sitio web seguro. ¡No dejes escapar esta oportunidad única!",spam
"Confirmación de vuelo: Tu vuelo con destino a [Ciudad de Destino] saldrá a las 9 AM de la puerta A12. Te recomendamos presentarte con suficiente antelación para realizar los trámites de seguridad y embarque. ¡Que tengas un excelente viaje y disfrutes de tu destino!",ham
"¿Necesitas dinero extra para tus vacaciones soñadas o para un imprevisto? ¡Tenemos la solución financiera ideal para ti! Solicita nuestro crédito rápido con aprobación instantánea y recibe los fondos en tu cuenta en cuestión de horas. ¡No esperes más para hacer realidad tus planes y disfrutar de la vida!",spam
"Estimado cliente, tu cita con el especialista ha sido reprogramada para el próximo lunes a las 10:00 AM. Lamentamos cualquier inconveniente que este cambio pueda causarte y esperamos que la nueva fecha sea conveniente para ti. Por favor, confírmanos tu asistencia. ¡Te esperamos para atenderte!",ham
"¡Alerta de seguridad urgente! Hemos recibido reportes de que tu cuenta de Facebook ha sido hackeada y se está utilizando para enviar spam. Para proteger tu información personal y recuperar el control de tu perfil, te pedimos que recuperes tu contraseña de inmediato haciendo clic en el siguiente enlace de seguridad. ¡Actúa ahora!",spam
"¡Felicidades, eres nuestro visitante número 1,000,000! Como muestra de nuestro agradecimiento por tu lealtad y apoyo, queremos ofrecerte un premio especial completamente gratis. Para reclamarlo y celebrar este hito con nosotros, haz clic en el enlace y sigue las instrucciones. ¡Es tu día de suerte!",spam
"Solo para recordarte que el plazo final para la entrega de tu informe trimestral es el próximo viernes a las 5 PM. Asegúrate de haber completado todos los requisitos y enviado el documento a tiempo. Tu colaboración es fundamental para el éxito de nuestro equipo. ¡Contamos contigo!",ham
"¡Promoción imperdible! ¡Solo por tiempo limitado! Compra uno de nuestros productos estrella y recibe otro completamente gratis. Es tu oportunidad de duplicar tus beneficios y disfrutar de la calidad que ofrecemos. ¡No dejes que se escape esta increíble oferta, disponible hasta agotar existencias!",spam
"Tu código de seguridad temporal para acceder a tu cuenta es 7890. Recuerda que este código es válido por un tiempo limitado y te recomendamos encarecidamente cambiar tu contraseña por una más segura tan pronto como inicies sesión. Protege tu información y mantente seguro.",ham
"¡Descuento masivo del 75% en todos los productos electrónicos! Es tu oportunidad de renovar tus dispositivos tecnológicos con las mejores marcas y a precios increíbles. Desde smartphones hasta laptops, tenemos todo lo que necesitas. ¡Visita nuestra tienda en línea ahora y aprovecha esta venta que no durará!",spam
"Estimado cliente, te informamos que tu pago se encuentra pendiente. Por favor, regulariza tu situación lo antes posible para evitar la suspensión de tu servicio y la aplicación de cargos adicionales por mora. Puedes realizar tu pago de forma segura en nuestro portal en línea o en cualquier sucursal. Gracias por tu atención.",ham
"¡Felicidades! Queremos informarte que, por tu reciente compra, has sido automáticamente inscrito en nuestro sorteo exclusivo para ganar un flamante auto de lujo. ¡Cada producto que adquieras te da una oportunidad adicional de ser el afortunado ganador! No dejes escapar esta increíble oportunidad de manejar el auto de tus sueños.",spam
"Tu registro para el curso de programación en Python ha sido exitoso. Te damos la bienvenida a nuestra comunidad de aprendizaje. Recibirás un correo electrónico en breve con todos los detalles para acceder a la plataforma y comenzar tus lecciones. ¡Estamos emocionados de acompañarte en este camino!",ham
"¡Dinero fácil y rápido en la palma de tu mano! ¿Cansado de la rutina de oficina? Trabaja desde la comodidad de tu casa y sé tu propio jefe con nuestro innovador modelo de negocio. Te ofrecemos la capacitación y el soporte necesario para empezar a generar ingresos significativos. ¡Haz clic aquí y descubre cómo!",spam
"Queremos informarte que el servicio de internet en tu zona estará inactivo por un mantenimiento programado. Esto ocurrirá desde la 1 AM hasta las 3 AM. Agradecemos tu comprensión y paciencia durante este periodo, ya que trabajamos para mejorar la calidad de tu conexión. Te informaremos cuando el servicio se restaure.",ham
"¡Atención, atención! Tenemos una sorpresa para ti. Has ganado un bono de $200 para gastar en cualquiera de nuestros productos y servicios. Es nuestra forma de agradecer tu lealtad. Para reclamar tu bono y empezar a ahorrar, simplemente haz clic en el enlace adjunto. ¡No dejes pasar esta oportunidad de oro!",spam
"Tu reporte de consumo de datos móviles, con el detalle de tu uso de internet, llamadas y mensajes, ya está disponible en nuestra aplicación. Te invitamos a revisarlo para tener un mejor control de tus gastos y planificar tu consumo. Recuerda que puedes acceder a él en cualquier momento desde tu dispositivo.",ham
"¡Última oportunidad que no puedes perderte! Te presentamos una oferta increíble para obtener un préstamo sin intereses. Sí, ¡lo leíste bien! Financia tus proyectos sin pagar ni un solo peso de más. Esta promoción es por tiempo muy limitado, así que no dejes escapar la oportunidad de ahorrar. ¡Solicita tu préstamo ahora!",spam
"Te recordamos que el evento benéfico para recaudar fondos en apoyo a [Causa] se llevará a cabo el próximo 25 de junio en el parque central de nuestra ciudad. Habrá actividades para toda la familia y música en vivo. ¡Tu presencia y apoyo son fundamentales para hacer una diferencia!",ham
"¡Felicidades! Has sido preseleccionado para un crédito automotriz con las tasas más bajas del mercado, diseñado para que puedas adquirir el auto de tus sueños sin complicaciones. Nuestro equipo de expertos te guiará en cada paso del proceso para que obtengas la mejor oferta. ¡Contáctanos hoy mismo para más detalles!",spam
"Tu clave temporal de acceso es: 1234. Por razones de seguridad, te recomendamos encarecidamente que la cambies por una contraseña personal y más segura tan pronto como inicies sesión en tu cuenta. Esto ayudará a proteger tu información y evitará accesos no autorizados. Tu seguridad es nuestra prioridad.",ham
"¡No te lo puedes perder! Hemos lanzado la mejor oferta en vuelos a Europa que encontrarás en el mercado. Descubre destinos increíbles como París, Roma o Londres a precios que no podrás creer. ¡Reserva tus boletos ahora y empieza a planificar la aventura de tu vida! Las plazas son limitadas, ¡así que no esperes!",spam
"El recibo detallado de tu última compra en nuestra tienda ha sido enviado automáticamente a tu correo electrónico. Por favor, revisa tu bandeja de entrada y, si no lo encuentras, comprueba tu carpeta de spam. Si tienes alguna pregunta o necesitas una copia adicional, no dudes en contactarnos. ¡Gracias por tu compra!",ham
"¡Felicidades! Has sido el afortunado seleccionado para ganar un increíble viaje a Disney World para toda tu familia. Es tu oportunidad de vivir la magia y crear recuerdos inolvidables con tus seres queridos. Para participar y reclamar tu premio, haz clic en el siguiente enlace y sigue los sencillos pasos. ¡La aventura te espera!",spam
